date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:44:57	18533/18533	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jan%202019%2014:35:36%20GMT	https://www.share.sitiosweb-costarica.com/img/slides/hero-1-xxs.jpg	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/slides/hero-1-xxs.jpg	(from https://www.share.sitiosweb-costarica.com/css/custom.min_v12.css)
11:44:58	3496729/3496729	---M-Z	200	added ('OK')	application/javascript	etag:%222c23f9c5f099ab4f726ba6c3efbedc7d%22	https://pro.fontawesome.com/releases/v5.5.0/js/all.js	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/pro.fontawesome.com/releases/v5.5.0/js/all.js	(from https://www.mischunches.com/)
11:44:58	233/233	---M--	302	error ('Found')	text/html	date:Thu,%2010%20Jan%202019%2017:44:57%20GMT	https://www.share.sitiosweb-costarica.com/img/slides/wave-blue-img.png	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/slides/wave-blue-img.2c.delayed	(from https://www.share.sitiosweb-costarica.com/css/custom.min_v12.css)
11:44:58	5882/5882	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Dec%202018%2005:16:30%20GMT	https://www.share.sitiosweb-costarica.com/img/slides/wave-white.jpg	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/slides/wave-white.jpg	(from https://www.share.sitiosweb-costarica.com/css/custom.min_v12.css)
11:44:59	19597/19597	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jan%202019%2014:35:35%20GMT	https://www.share.sitiosweb-costarica.com/img/slides/hero-1-sm.jpg	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/slides/hero-1-sm.jpg	(from https://www.share.sitiosweb-costarica.com/css/custom.min_v12.css)
11:44:59	24804/24804	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jan%202019%2014:35:35%20GMT	https://www.share.sitiosweb-costarica.com/img/slides/hero-1-md.jpg	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/slides/hero-1-md.jpg	(from https://www.share.sitiosweb-costarica.com/css/custom.min_v12.css)
11:44:59	29692/29692	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jan%202019%2014:35:34%20GMT	https://www.share.sitiosweb-costarica.com/img/slides/hero-1-lg.jpg	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/slides/hero-1-lg.jpg	(from https://www.share.sitiosweb-costarica.com/css/custom.min_v12.css)
11:44:59	0/-1	---M--	301	error ('')			https://www.mischunches.com/en	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/en.32.delayed	(from https://www.mischunches.com/en/)
11:44:59	0/-1	---M--	301	error ('')			https://www.mischunches.com/en	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/en.33.delayed	(from https://www.mischunches.com/en/)
11:45:00	56577/56577	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Dec%202018%2004:47:17%20GMT	https://www.share.sitiosweb-costarica.com/img/websites/monitor-skyrobotix.png	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/websites/monitor-skyrobotix.png	(from https://www.mischunches.com/en/)
11:45:00	126166/126166	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jan%202019%2014:35:36%20GMT	https://www.share.sitiosweb-costarica.com/img/slides/hero-1-xl.jpg	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/slides/hero-1-xl.jpg	(from https://www.share.sitiosweb-costarica.com/css/custom.min_v12.css)
